Name,X,Y,Z,DeltaX,DeltaY,Alpha,Kuant
R8,0.3561599,0.3861014,1.425362,0.0196148,-0.0011895,356.5296629,8
R8,0.3701029,0.3878215,1.422187,0.013943,0.0017201,7.032848733,1
R8,0.3873917,0.3868343,1.417948,0.0172888,-0.0009872,356.7319282,8
R8,0.4060487,0.3844323,1.412633,0.018657,-0.002402,352.6637967,8
R8,0.4277302,0.384292,1.407759,0.0216815,-0.0001403,359.6292468,8
R8,0.4503061,0.3797607,1.401871,0.0225759,-0.0045313,348.6507352,8
R8,0.6166516,0.1929519,1.358348,0.1663455,-0.1868088,311.6837409,7
R8,0.6287474,0.1810248,1.354451,0.0120958,-0.0119271,315.4023511,8
R8,0.6266193,0.1569218,1.357021,-0.0021281,-0.024103,264.9543299,6
R8,0.6509147,0.1469496,1.351564,0.0242954,-0.0099722,337.6839927,8
R8,0.6530237,0.1270322,1.352522,0.002109,-0.0199174,276.0443733,7
R8,0.6520181,0.106784,1.352504,-0.0010056,-0.0202482,267.1568171,6
R8,0.6497922,0.08597763,1.353851,-0.0022259,-0.02080637,263.8936277,6
R8,0.6497197,0.06580821,1.354902,-7.25E-05,-0.02016942,269.7940483,7
